date,time,status,icon,rainProb,rainIntensity,temp,windSpeed
2020-03-08,17:00:03,"Mostly Cloudy",partly-cloudy-day,0.18,0.0024,9,15.93
2020-03-08,18:00:02,"Possible Drizzle",rain,0.26,0.0039,9,14.98
2020-03-08,19:00:02,"Possible Drizzle",rain,0.28,0.0029,8,15.17
2020-03-08,20:00:05,"Mostly Cloudy",partly-cloudy-night,0.23,0.0014,8,14.7
2020-03-08,21:00:03,"Partly Cloudy",partly-cloudy-night,0.18,0.0007,7,14.17
2020-03-08,22:00:02,"Mostly Cloudy",partly-cloudy-night,0.18,0.001,7,14.02
2020-03-08,23:00:03,"Mostly Cloudy",partly-cloudy-night,0.21,0.0019,6,14.08
2020-03-09,00:00:03,"Possible Drizzle",rain,0.26,0.0025,7,13.27
2020-03-09,01:00:03,"Mostly Cloudy",partly-cloudy-night,0.23,0.0016,7,14.08
2020-03-09,02:00:02,"Mostly Cloudy",partly-cloudy-night,0.16,0.0006,7,13.89
2020-03-09,03:00:01,"Mostly Cloudy",partly-cloudy-night,0.12,0.0003,7,13.46
2020-03-09,04:00:03,"Partly Cloudy",partly-cloudy-night,0.12,0.0004,6,12.97
2020-03-09,05:00:02,"Partly Cloudy",partly-cloudy-night,0.17,0.001,6,12.53
2020-03-09,06:00:03,"Mostly Cloudy",partly-cloudy-night,0.12,0.0006,6,12.26
2020-03-09,07:00:02,"Partly Cloudy",partly-cloudy-day,0.12,0.0004,6,12.07
2020-03-09,08:00:03,Clear,clear-day,0.11,0.0003,7,11.84
2020-03-09,09:00:02,Clear,clear-day,0.12,0.0002,7,12.07
2020-03-09,10:00:03,Clear,clear-day,0.15,0.0005,8,13.12
2020-03-09,11:00:06,Clear,clear-day,0.22,0.0016,8,14.52
2020-03-09,12:00:05,Clear,clear-day,0.23,0.0029,8,15.54
2020-03-09,13:00:01,Clear,clear-day,0.22,0.0036,8,15.55
2020-03-09,14:00:01,Clear,clear-day,0.17,0.0029,8,15.67
2020-03-09,15:00:03,Clear,clear-day,0.13,0.0022,8,15.52
2020-03-09,16:00:01,Clear,clear-day,0.09,0.0013,8,14.78
2020-03-09,17:00:03,Clear,clear-day,0.07,0.0006,7,13.72
2020-03-09,18:00:03,Clear,clear-night,0.05,0.0004,7,13.53
2020-03-09,19:00:02,Clear,clear-night,0,0,7,15
2020-03-09,20:00:04,"Partly Cloudy",partly-cloudy-night,0,0,7,15.77
2020-03-09,21:00:02,"Partly Cloudy",partly-cloudy-night,0.14,0.0004,6,16.59
2020-03-09,22:00:02,"Mostly Cloudy",partly-cloudy-night,0.19,0.0008,6,17.46
2020-03-09,23:00:02,"Possible Drizzle",rain,0.3,0.0016,6,18.44
2020-03-10,00:00:03,"Possible Drizzle",rain,0.51,0.004,6,19.79
2020-03-10,01:00:04,Drizzle,rain,0.69,0.009,6,22.36
2020-03-10,02:00:02,"Light Rain",rain,0.8,0.0175,5,24.84
2020-03-10,03:00:08,"Light Rain and Windy",rain,0.84,0.0259,5,25.91
2020-03-10,04:00:02,"Light Rain",rain,0.86,0.0317,6,24.47
2020-03-10,05:00:01,"Light Rain",rain,0.85,0.0352,7,21.66
2020-03-10,06:00:03,"Light Rain",rain,0.84,0.0384,8,19.77
2020-03-10,07:00:02,"Light Rain",rain,0.77,0.0219,9,21.21
2020-03-10,08:00:07,"Possible Drizzle",rain,0.6,0.0095,10,21.93
2020-03-10,09:00:03,"Possible Drizzle",rain,0.42,0.0048,10,22.67
2020-03-10,10:00:02,"Possible Drizzle",rain,0.4,0.0044,10,23.14
2020-03-10,11:00:03,"Possible Drizzle",rain,0.51,0.0059,10,23.67
2020-03-10,12:00:03,"Drizzle and Windy",rain,0.68,0.0129,10,25.23
2020-03-10,13:00:04,"Drizzle and Windy",rain,0.69,0.0106,11,25.94
2020-03-10,14:00:05,"Possible Drizzle and Windy",rain,0.64,0.0068,11,26.46
2020-03-10,15:00:03,"Possible Drizzle and Windy",rain,0.52,0.0049,11,26.72
2020-03-10,16:00:04,"Possible Drizzle and Windy",rain,0.57,0.0075,11,26.69
2020-03-10,17:00:02,"Light Rain and Dangerously Windy",rain,0.65,0.0172,11,26.35
2020-03-10,18:00:03,"Light Rain and Dangerously Windy",rain,0.67,0.0234,11,26.47
2020-03-10,19:00:07,"Light Rain and Dangerously Windy",rain,0.7,0.0776,11,26.45
2020-03-10,20:00:03,"Possible Light Rain and Windy",rain,0.57,0.0171,10,25.18
2020-03-10,21:00:03,"Possible Drizzle and Windy",rain,0.3,0.0019,10,24.39
2020-03-10,22:00:03,"Windy and Overcast",wind,0.18,0.0008,9,23.59
2020-03-10,23:00:04,"Mostly Cloudy",partly-cloudy-night,0,0,9,22.28
2020-03-11,00:00:02,Overcast,cloudy,0,0,8,20.85
2020-03-11,01:00:02,Overcast,cloudy,0,0,7,18.34
2020-03-11,02:00:01,Overcast,cloudy,0,0,7,15.67
2020-03-11,03:00:03,"Mostly Cloudy",partly-cloudy-night,0,0,6,13.53
2020-03-11,04:00:02,"Mostly Cloudy",partly-cloudy-night,0,0,6,12.19
2020-03-11,05:00:03,"Mostly Cloudy",partly-cloudy-night,0,0,6,11.4
2020-03-11,06:00:06,"Partly Cloudy",partly-cloudy-night,0,0,6,11.57
2020-03-11,07:00:02,"Partly Cloudy",partly-cloudy-day,0.09,0.0003,7,11.11
2020-03-11,08:00:01,"Partly Cloudy",partly-cloudy-day,0.09,0.0003,7,11.45
2020-03-11,09:00:02,"Partly Cloudy",partly-cloudy-day,0.09,0.0003,8,12.16
2020-03-11,10:00:03,"Partly Cloudy",partly-cloudy-day,0.11,0.0004,9,13.36
2020-03-11,11:00:02,"Partly Cloudy",partly-cloudy-day,0.12,0.0008,10,14.94
2020-03-11,12:00:05,"Partly Cloudy",partly-cloudy-day,0.12,0.0011,10,16.36
2020-03-11,13:00:01,"Partly Cloudy",partly-cloudy-day,0,0,11,17.46
2020-03-11,14:00:03,"Mostly Cloudy",partly-cloudy-day,0,0,11,18.56
2020-03-11,15:00:03,Overcast,cloudy,0,0,11,18.46
2020-03-11,16:00:03,Overcast,cloudy,0,0,10,17.81
2020-03-11,17:00:03,Overcast,cloudy,0,0,9,16.89
2020-03-11,18:00:04,Overcast,cloudy,0.06,0.0003,9,16.63
2020-03-11,19:00:02,Overcast,cloudy,0.06,0.0002,9,19.13
2020-03-11,20:00:01,Overcast,cloudy,0.08,0.0008,9,20.54
2020-03-11,21:00:04,"Mostly Cloudy",partly-cloudy-night,0.15,0.0015,9,21.93
2020-03-11,22:00:04,"Windy and Mostly Cloudy",wind,0.19,0.0018,9,23.5
2020-03-11,23:00:02,"Windy and Mostly Cloudy",wind,0.18,0.0018,9,25.22
2020-03-12,00:00:02,"Windy and Mostly Cloudy",wind,0.18,0.0017,9,26.95
2020-03-12,01:00:02,"Dangerously Windy and Mostly Cloudy",wind,0.21,0.0016,9,29.21
2020-03-12,02:00:02,"Possible Drizzle and Dangerously Windy",rain,0.26,0.0016,9,31.68
2020-03-12,03:00:01,"Possible Drizzle and Dangerously Windy",rain,0.29,0.0017,9,33.39
2020-03-12,04:00:05,"Possible Drizzle and Dangerously Windy",rain,0.32,0.0016,8,33.42
2020-03-12,05:00:02,"Possible Drizzle and Dangerously Windy",rain,0.28,0.0017,7,32.45
2020-03-12,06:00:05,"Dangerously Windy and Partly Cloudy",wind,0.16,0.0016,6,30.06
2020-03-12,07:00:02,"Windy and Partly Cloudy",wind,0.2,0.0015,6,33.68
2020-03-12,08:00:03,"Windy and Partly Cloudy",wind,0.16,0.0012,5,33.61
2020-03-12,09:00:04,"Windy and Partly Cloudy",wind,0.16,0.0011,5,33.22
2020-03-12,10:00:01,"Windy and Partly Cloudy",wind,0.13,0.001,5,32.37
2020-03-12,11:00:02,"Windy and Partly Cloudy",wind,0.1,0.0008,6,31.13
2020-03-12,12:00:02,"Windy and Mostly Cloudy",wind,0.08,0.0006,7,29.65
2020-03-12,13:00:04,"Windy and Mostly Cloudy",wind,0.06,0.0006,7,28.26
2020-03-12,14:00:05,"Windy and Partly Cloudy",wind,0.04,0.0006,8,26.94
2020-03-12,15:00:02,"Windy and Partly Cloudy",wind,0.05,0.001,8,25.76
2020-03-12,16:00:03,"Partly Cloudy",partly-cloudy-day,0.06,0.0017,8,24.09
2020-03-12,17:00:03,"Mostly Cloudy",partly-cloudy-day,0.07,0.0027,7,22.33
2020-03-12,18:00:01,"Mostly Cloudy",partly-cloudy-night,0.08,0.0029,7,21.09
2020-03-12,19:00:05,"Mostly Cloudy",partly-cloudy-night,0.08,0.0032,7,22.05
2020-03-12,20:00:02,"Partly Cloudy",partly-cloudy-night,0.08,0.0034,7,22.57
2020-03-12,21:00:03,"Partly Cloudy",partly-cloudy-night,0.08,0.0031,7,23.3
2020-03-12,22:00:02,"Partly Cloudy",partly-cloudy-night,0.09,0.0023,7,24.26
2020-03-12,23:00:01,"Windy and Mostly Cloudy",wind,0.1,0.0024,7,25.47
2020-03-13,00:00:04,"Partly Cloudy",partly-cloudy-night,0.21,0.004,6,24.02
2020-03-13,01:00:01,"Possible Drizzle and Windy",rain,0.28,0.0046,6,25.09
2020-03-13,02:00:02,"Possible Drizzle and Windy",rain,0.33,0.005,6,25.46
2020-03-13,03:00:03,"Possible Drizzle and Windy",rain,0.37,0.0062,5,26.1
2020-03-13,04:00:04,"Possible Drizzle and Windy",rain,0.43,0.0101,5,26.79
2020-03-13,05:00:03,"Possible Light Rain and Windy",rain,0.5,0.0164,6,27.57
2020-03-13,06:00:02,"Possible Light Rain and Windy",rain,0.5,0.0221,6,28.21
2020-03-13,07:00:06,"Possible Light Rain and Windy",rain,0.47,0.0174,6,26.76
2020-03-13,08:00:02,"Possible Light Rain",rain,0.4,0.0181,7,24.61
2020-03-13,09:00:04,"Possible Light Rain",rain,0.35,0.016,7,22.78
2020-03-13,10:00:05,"Possible Drizzle",rain,0.34,0.0091,7,21.62
2020-03-13,11:00:01,"Mostly Cloudy",partly-cloudy-day,0.23,0.0033,8,21.53
2020-03-13,12:00:02,"Mostly Cloudy",partly-cloudy-day,0.17,0.0024,8,21
2020-03-13,13:00:02,"Partly Cloudy",partly-cloudy-day,0.17,0.0021,8,19.48
2020-03-13,14:00:04,"Partly Cloudy",partly-cloudy-day,0.19,0.0024,7,17.5
2020-03-13,15:00:03,Clear,clear-day,0.16,0.0026,7,15.47
2020-03-13,16:00:02,Clear,clear-day,0.06,0.0016,6,13.5
2020-03-13,17:00:02,Clear,clear-day,0.03,0.0006,6,11.55
2020-03-13,18:00:04,Clear,clear-night,0.02,0.0004,5,9.54
2020-03-13,19:00:03,Clear,clear-night,0.02,0.0002,5,8.22
2020-03-13,20:00:01,Clear,clear-night,0,0,4,6.68
2020-03-13,21:00:02,Clear,clear-night,0,0,4,5.68
2020-03-13,22:00:01,Clear,clear-night,0,0,4,4.48
2020-03-13,23:00:05,Clear,clear-night,0,0,3,3.37
2020-03-14,00:00:03,Clear,clear-night,0,0,3,2.44
2020-03-14,01:00:02,Clear,clear-night,0,0,2,2.94
2020-03-14,02:00:02,Clear,clear-night,0,0,2,4.14
2020-03-14,03:00:03,Clear,clear-night,0.02,0.0003,2,5.46
2020-03-14,04:00:03,Clear,clear-night,0,0,1,6.68
2020-03-14,05:00:02,Clear,clear-night,0,0,1,7.99
2020-03-14,06:00:02,Clear,clear-day,0,0,1,9.42
2020-03-14,07:00:03,"Partly Cloudy",partly-cloudy-day,0,0,2,10.82
2020-03-14,08:00:07,"Mostly Cloudy",partly-cloudy-day,0,0,3,12.87
2020-03-14,09:00:02,Overcast,cloudy,0,0,4,13.87
2020-03-14,10:00:03,Overcast,cloudy,0,0,5,14.27
2020-03-14,11:00:02,"Mostly Cloudy",partly-cloudy-day,0,0,6,14.36
2020-03-14,12:00:01,"Mostly Cloudy",partly-cloudy-day,0,0,8,14.5
2020-03-14,13:00:02,"Partly Cloudy",partly-cloudy-day,0.07,0.0003,9,14.63
2020-03-14,14:00:02,"Partly Cloudy",partly-cloudy-day,0.05,0.0008,10,15.19
2020-03-14,15:00:04,Clear,clear-day,0.03,0.001,10,15.55
2020-03-14,16:00:03,Clear,clear-day,0.03,0.0006,10,15.4
2020-03-14,17:00:03,"Partly Cloudy",partly-cloudy-day,0.02,0.0002,9,15.09
2020-03-14,18:00:04,Clear,clear-night,0.02,0.0002,9,15.21
2020-03-14,19:00:07,"Partly Cloudy",partly-cloudy-night,0.02,0.0003,8,15.68
2020-03-14,20:00:02,"Mostly Cloudy",partly-cloudy-night,0,0,8,16.3
2020-03-14,21:00:03,"Mostly Cloudy",partly-cloudy-night,0.02,0.0002,8,17.25
2020-03-14,22:00:04,Overcast,cloudy,0.04,0.0006,7,18.42
2020-03-14,23:00:02,Overcast,cloudy,0.05,0.0016,7,19.34
2020-03-15,00:00:02,"Mostly Cloudy",partly-cloudy-night,0.09,0.0022,7,17.76
2020-03-15,01:00:02,Overcast,cloudy,0.09,0.0015,7,18.2
2020-03-15,02:00:02,Overcast,cloudy,0.06,0.0006,7,18.54
2020-03-15,03:00:03,Overcast,cloudy,0.05,0.0003,7,18.76
2020-03-15,04:00:02,Overcast,cloudy,0.08,0.0008,7,19.08
2020-03-15,05:00:03,Overcast,cloudy,0.1,0.0023,7,18.66
2020-03-15,06:00:04,Overcast,cloudy,0.2,0.0041,7,18.84
2020-03-15,07:00:04,Overcast,cloudy,0.1,0.0013,8,20.56
2020-03-15,08:00:02,Overcast,cloudy,0.07,0.0011,8,21.21
2020-03-15,09:00:02,Overcast,cloudy,0.06,0.0013,9,21.74
2020-03-15,10:00:02,Overcast,cloudy,0.05,0.0015,9,22.13
2020-03-15,11:00:01,Overcast,cloudy,0.06,0.0016,10,22.41
2020-03-15,12:00:05,Overcast,cloudy,0.05,0.0016,10,22.2
2020-03-15,13:00:03,Overcast,cloudy,0.03,0.0003,11,21.84
2020-03-15,14:00:02,Overcast,cloudy,0.02,0.0003,10,19.63
2020-03-15,15:00:02,Overcast,cloudy,0.03,0.0005,10,17.86
2020-03-15,16:00:03,Overcast,cloudy,0.03,0.0007,10,17.02
2020-03-15,17:00:07,Overcast,cloudy,0.05,0.0008,10,16.59
2020-03-15,18:00:03,Overcast,cloudy,0.02,0.0003,10,16.94
2020-03-15,19:00:02,Overcast,cloudy,0,0,9,14.75
2020-03-15,20:00:01,Overcast,cloudy,0,0,9,15.21
2020-03-15,21:00:03,"Mostly Cloudy",partly-cloudy-night,0,0,9,15.41
2020-03-15,22:00:02,"Mostly Cloudy",partly-cloudy-night,0,0,9,15.32
2020-03-15,23:00:03,"Mostly Cloudy",partly-cloudy-night,0,0,8,15.05
2020-03-16,00:00:03,"Mostly Cloudy",partly-cloudy-night,0,0,8,13.99
2020-03-16,01:00:01,"Partly Cloudy",partly-cloudy-night,0,0,8,12.24
2020-03-16,02:00:02,Clear,clear-night,0,0,7,10.19
2020-03-16,03:00:01,Clear,clear-night,0,0,7,8.66
2020-03-16,04:00:03,Clear,clear-night,0,0,6,7.93
2020-03-16,05:00:03,Clear,clear-night,0,0,6,7.66
2020-03-16,06:00:04,Clear,clear-day,0,0,5,8.08
2020-03-16,07:00:06,"Partly Cloudy",partly-cloudy-day,0,0,6,8.94
2020-03-16,08:00:06,"Partly Cloudy",partly-cloudy-day,0,0,7,10.07
2020-03-16,09:00:01,"Mostly Cloudy",partly-cloudy-day,0,0,8,10.66
2020-03-16,10:00:03,"Partly Cloudy",partly-cloudy-day,0,0,9,10.13
2020-03-16,11:00:03,"Partly Cloudy",partly-cloudy-day,0,0,9,9.06
2020-03-16,12:00:03,"Partly Cloudy",partly-cloudy-day,0,0,10,8.7
2020-03-16,13:00:02,Clear,clear-day,0,0,10,8.17
2020-03-16,14:00:02,Clear,clear-day,0,0,10,9.56
2020-03-16,15:00:06,Clear,clear-day,0,0,10,9.61
2020-03-16,16:00:04,Clear,clear-day,0,0,9,8.34
2020-03-16,17:00:03,Clear,clear-day,0,0,8,6.48
2020-03-16,18:00:02,Clear,clear-night,0,0,7,5.5
2020-03-16,19:00:03,Clear,clear-night,0,0,7,4.26
2020-03-16,20:00:04,Clear,clear-night,0,0,6,4.78
2020-03-16,21:00:03,Clear,clear-night,0,0,6,5.47
2020-03-16,22:00:06,Clear,clear-night,0,0,5,6.31
2020-03-16,23:00:01,Clear,clear-night,0,0,5,7.31
2020-03-17,00:00:02,Clear,clear-night,0,0,5,8.23
2020-03-17,01:00:03,Clear,clear-night,0,0,4,9.22
2020-03-17,02:00:04,Clear,clear-night,0,0,4,10.22
2020-03-17,03:00:02,"Partly Cloudy",partly-cloudy-night,0.01,0.0002,4,11.3
2020-03-17,04:00:01,"Partly Cloudy",partly-cloudy-night,0,0,4,12.49
2020-03-17,05:00:04,"Mostly Cloudy",partly-cloudy-night,0,0,5,13.74
2020-03-17,06:00:01,"Mostly Cloudy",partly-cloudy-day,0,0,5,15.18
2020-03-17,07:00:03,"Mostly Cloudy",partly-cloudy-day,0,0,6,16.01
2020-03-17,08:00:06,Overcast,cloudy,0,0,7,16.8
2020-03-17,09:00:02,Overcast,cloudy,0,0,8,17.5
2020-03-17,10:00:05,Overcast,cloudy,0,0,9,18.17
2020-03-17,11:00:03,Overcast,cloudy,0,0,9,18.71
2020-03-17,12:00:06,Overcast,cloudy,0.05,0.0003,10,18.82
2020-03-17,13:00:06,Overcast,cloudy,0,0,10,18.81
2020-03-17,14:00:02,Overcast,cloudy,0,0,10,18.58
2020-03-17,15:00:03,Overcast,cloudy,0,0,9,18.17
2020-03-17,16:00:03,Overcast,cloudy,0,0,9,17.4
2020-03-17,17:00:02,Overcast,cloudy,0,0,9,16.46
2020-03-17,18:00:06,Overcast,cloudy,0,0,9,15.86
2020-03-17,19:00:01,Overcast,cloudy,0,0,9,15.74
2020-03-17,20:00:05,Overcast,cloudy,0,0,8,16.27
2020-03-17,21:00:02,"Mostly Cloudy",partly-cloudy-night,0.01,0.0003,8,16.8
2020-03-17,22:00:01,"Mostly Cloudy",partly-cloudy-night,0.01,0.0004,8,17.25
2020-03-17,23:00:01,"Partly Cloudy",partly-cloudy-night,0.01,0.0003,8,17.7
2020-03-18,00:00:03,"Mostly Cloudy",partly-cloudy-night,0.01,0.0002,8,18.18
2020-03-18,01:00:02,"Mostly Cloudy",partly-cloudy-night,0,0,7,18.98
2020-03-18,02:00:02,"Partly Cloudy",partly-cloudy-night,0,0,7,19.61
2020-03-18,03:00:04,"Partly Cloudy",partly-cloudy-night,0,0,8,19.96
2020-03-18,04:00:03,"Partly Cloudy",partly-cloudy-night,0,0,8,19.79
2020-03-18,05:00:01,"Partly Cloudy",partly-cloudy-night,0,0,8,19.35
2020-03-18,06:00:01,"Mostly Cloudy",partly-cloudy-day,0,0,8,19.06
2020-03-18,07:00:03,"Mostly Cloudy",partly-cloudy-day,0.03,0.0004,8,18.94
2020-03-18,08:00:03,Overcast,cloudy,0.06,0.0024,9,19.1
2020-03-18,09:00:06,Overcast,cloudy,0.09,0.0045,9,19.04
2020-03-18,10:00:03,Overcast,cloudy,0.11,0.0045,10,18.43
2020-03-18,11:00:03,Overcast,cloudy,0.11,0.0034,10,17.53
2020-03-18,12:00:05,Overcast,cloudy,0.04,0.0023,10,18.01
2020-03-18,13:00:03,Overcast,cloudy,0.03,0.0014,10,17.58
2020-03-18,14:00:02,Overcast,cloudy,0.04,0.0009,11,17.14
2020-03-18,15:00:02,Overcast,cloudy,0.04,0.0013,11,16.42
2020-03-18,16:00:01,Overcast,cloudy,0.07,0.0029,10,15.08
2020-03-18,17:00:02,Overcast,cloudy,0.11,0.0066,10,13.45
2020-03-18,18:00:02,Overcast,cloudy,0.15,0.0079,9,12.23
2020-03-18,19:00:06,Overcast,cloudy,0.09,0.0042,9,9.99
2020-03-18,20:00:03,Overcast,cloudy,0.12,0.0073,9,8.97
2020-03-18,21:00:04,Overcast,cloudy,0.16,0.0096,9,8.39
2020-03-18,22:00:03,Overcast,cloudy,0.18,0.0087,9,8.74
2020-03-18,23:00:03,Overcast,cloudy,0.2,0.0066,8,9.7
2020-03-19,00:00:03,Overcast,cloudy,0.2,0.0044,7,9.58
2020-03-19,01:00:02,Overcast,cloudy,0.1,0.0032,7,9.22
2020-03-19,02:00:03,Overcast,cloudy,0.05,0.0022,6,8.56
2020-03-19,03:00:03,Overcast,cloudy,0.04,0.0015,6,7.88
2020-03-19,04:00:02,Overcast,cloudy,0.03,0.0011,6,7.33
2020-03-19,05:00:02,Overcast,cloudy,0.03,0.0008,6,6.77
2020-03-19,06:00:02,Overcast,cloudy,0.03,0.0006,6,5.98
2020-03-19,07:00:02,Overcast,cloudy,0,0,6,4.63
2020-03-19,08:00:03,Overcast,cloudy,0,0,7,4.2
2020-03-19,09:00:01,Overcast,cloudy,0.06,0.0003,8,4.12
2020-03-19,10:00:02,Overcast,cloudy,0.05,0.0003,8,4.64
2020-03-19,11:00:02,Overcast,cloudy,0.05,0.0003,9,5.52
2020-03-19,12:00:01,"Mostly Cloudy",partly-cloudy-day,0.05,0.0002,9,6.35
2020-03-19,13:00:03,Overcast,cloudy,0,0,9,6.95
2020-03-19,14:00:03,Overcast,cloudy,0,0,9,7.47
2020-03-19,15:00:03,Overcast,cloudy,0,0,8,7.94
2020-03-19,16:00:03,Overcast,cloudy,0,0,8,8.38
2020-03-19,17:00:01,Overcast,cloudy,0,0,8,8.76
2020-03-19,18:00:03,Overcast,cloudy,0.03,0.0002,7,8.82
2020-03-19,19:00:02,Overcast,cloudy,0,0,7,9.51
2020-03-19,20:00:04,Overcast,cloudy,0,0,7,9.14
2020-03-19,21:00:02,Overcast,cloudy,0,0,7,8.84
2020-03-19,22:00:06,Overcast,cloudy,0,0,7,8.74
2020-03-19,23:00:03,Overcast,cloudy,0,0,7,8.71
2020-03-20,00:00:01,Overcast,cloudy,0,0,6,8.83
2020-03-20,01:00:02,Overcast,cloudy,0,0,6,9.05
2020-03-20,02:00:02,Overcast,cloudy,0,0,6,9.37
2020-03-20,03:00:03,Overcast,cloudy,0,0,6,9.62
2020-03-20,04:00:03,Overcast,cloudy,0,0,6,9.57
2020-03-20,05:00:04,Overcast,cloudy,0,0,6,9.46
2020-03-20,06:00:02,Overcast,cloudy,0,0,6,10
2020-03-20,07:00:02,Overcast,cloudy,0,0,6,11.37
2020-03-20,08:00:01,Overcast,cloudy,0,0,7,12.9
2020-03-20,09:00:01,Overcast,cloudy,0.11,0.0002,7,14.1
2020-03-20,10:00:02,Overcast,cloudy,0,0,8,15.39
2020-03-20,11:00:02,Overcast,cloudy,0,0,8,15.7
2020-03-20,12:00:01,Overcast,cloudy,0.05,0.0002,8,16.19
2020-03-20,13:00:02,Overcast,cloudy,0,0,8,16.57
2020-03-20,14:00:03,Overcast,cloudy,0,0,8,16.9
2020-03-20,15:00:03,"Mostly Cloudy",partly-cloudy-day,0,0,8,17.01
2020-03-20,16:00:01,"Mostly Cloudy",partly-cloudy-day,0,0,7,16.96
2020-03-20,17:00:02,"Partly Cloudy",partly-cloudy-day,0,0,7,16.8
2020-03-20,18:00:01,"Partly Cloudy",partly-cloudy-night,0.03,0.0003,6,16.47
2020-03-20,19:00:02,Clear,clear-night,0,0,7,16.45
2020-03-20,20:00:03,Clear,clear-night,0,0,6,15.83
2020-03-20,21:00:03,Clear,clear-night,0.03,0.0002,6,15.65
2020-03-20,22:00:02,Clear,clear-night,0,0,6,16.47
2020-03-20,23:00:02,Clear,clear-night,0,0,5,17.71
2020-03-21,00:00:02,Clear,clear-night,0,0,5,18.53
2020-03-21,01:00:04,Clear,clear-night,0,0,4,18.44
2020-03-21,02:00:01,Clear,clear-night,0,0,4,17.95
2020-03-21,03:00:02,Clear,clear-night,0.01,0.0003,3,17.65
2020-03-21,04:00:02,Clear,clear-night,0.01,0.0004,3,17.64
2020-03-21,05:00:01,Clear,clear-night,0.01,0.0003,2,17.78
2020-03-21,06:00:01,Clear,clear-day,0.01,0.0004,2,17.75
2020-03-21,07:00:03,Clear,clear-day,0.02,0.0003,3,18.42
2020-03-21,08:00:04,Clear,clear-day,0,0,4,19.17
2020-03-21,09:00:03,Clear,clear-day,0,0,5,19.78
2020-03-21,10:00:06,Clear,clear-day,0,0,6,20.02
2020-03-21,11:00:04,Clear,clear-day,0.02,0.0003,7,20.03
2020-03-21,12:00:04,Clear,clear-day,0.02,0.0003,8,19.86
2020-03-21,13:00:02,Clear,clear-day,0,0,8,20.07
2020-03-21,14:00:01,Clear,clear-day,0,0,8,20.37
2020-03-21,15:00:01,Clear,clear-day,0,0,7,20.42
2020-03-21,16:00:04,Clear,clear-day,0,0,7,19.96
2020-03-21,17:00:04,Clear,clear-day,0,0,6,19.32
2020-03-21,18:00:02,Clear,clear-night,0,0,5,19.04
2020-03-21,19:00:04,Clear,clear-night,0,0,5,18.69
2020-03-21,20:00:03,Clear,clear-night,0,0,4,19.05
2020-03-21,21:00:03,Clear,clear-night,0,0,4,19.27
2020-03-21,22:00:03,Clear,clear-night,0,0,3,19.24
2020-03-21,23:00:05,Clear,clear-night,0,0,3,19
2020-03-22,00:00:03,Clear,clear-night,0,0,2,18.42
2020-03-22,01:00:03,Clear,clear-night,0,0,2,17.65
2020-03-22,02:00:02,Clear,clear-night,0,0,1,16.72
2020-03-22,03:00:04,Clear,clear-night,0.01,0.0002,1,16.03
2020-03-22,04:00:02,Clear,clear-night,0.01,0.0002,0,15.63
2020-03-22,05:00:03,Clear,clear-night,0.01,0.0002,0,15.44
2020-03-22,06:00:03,Clear,clear-day,0,0,0,16
2020-03-22,07:00:02,Clear,clear-day,0,0,1,17.04
2020-03-22,08:00:03,Clear,clear-day,0,0,2,18.6
2020-03-22,09:00:01,Clear,clear-day,0,0,3,19.66
2020-03-22,10:00:01,Clear,clear-day,0,0,4,19.7
2020-03-22,11:00:03,Clear,clear-day,0,0,5,19.22
2020-03-22,12:00:01,Clear,clear-day,0.01,0.0003,6,19.05
2020-03-22,13:00:02,Clear,clear-day,0.01,0.0003,7,18.96
2020-03-22,14:00:02,Clear,clear-day,0.01,0.0003,7,18.95
2020-03-22,15:00:05,Clear,clear-day,0.01,0.0003,7,18.79
2020-03-22,16:00:03,Clear,clear-day,0,0,6,18.27
2020-03-22,17:00:02,Clear,clear-day,0,0,5,17.62
2020-03-22,18:00:01,Clear,clear-night,0,0,5,17.2
2020-03-22,19:00:02,Clear,clear-night,0,0,5,17.04
2020-03-22,20:00:03,Clear,clear-night,0,0,4,17.09
2020-03-22,21:00:02,Clear,clear-night,0.01,0.0002,4,17.16
2020-03-22,22:00:03,Clear,clear-night,0,0,3,17.19
2020-03-22,23:00:02,Clear,clear-night,0,0,2,17.25
2020-03-23,00:00:06,Clear,clear-night,0,0,2,17.28
2020-03-23,01:00:02,Clear,clear-night,0,0,1,16.91
2020-03-23,02:00:05,Clear,clear-night,0,0,1,16.48
2020-03-23,03:00:03,Clear,clear-night,0,0,0,16.1
2020-03-23,04:00:01,Clear,clear-night,0,0,0,16.02
2020-03-23,05:00:01,Clear,clear-night,0,0,-1,16.01
2020-03-23,06:00:01,Clear,clear-day,0,0,0,16.23
2020-03-23,07:00:02,Clear,clear-day,0,0,1,16.18
2020-03-23,08:00:01,Clear,clear-day,0,0,2,16.67
2020-03-23,09:00:02,Clear,clear-day,0,0,3,17.03
2020-03-23,10:00:03,Clear,clear-day,0,0,4,17
2020-03-23,11:00:04,Clear,clear-day,0,0,6,16.79
2020-03-23,12:00:04,Clear,clear-day,0,0,7,16.82
2020-03-23,13:00:06,Clear,clear-day,0,0,8,16.59
2020-03-23,14:00:03,Clear,clear-day,0,0,8,16.37
2020-03-23,15:00:02,Clear,clear-day,0,0,8,16.17
2020-03-23,16:00:03,Clear,clear-day,0,0,7,15.99
2020-03-23,17:00:02,Clear,clear-day,0,0,6,15.85
